18:10:32	pre:patterns_snort__enron_x8__sequential__T1	0	4792
18:16:02	post:patterns_snort__enron_x8__sequential__T1	0	1538
18:16:02	pre:patterns_snort__enron_x8__sequential_flat__T1	0	2230
18:21:18	post:patterns_snort__enron_x8__sequential_flat__T1	0	1715
18:21:18	pre:patterns_snort__enron_x8__pthread_chunked_v2__T1	0	2968
18:26:47	post:patterns_snort__enron_x8__pthread_chunked_v2__T1	0	1961
18:26:47	pre:patterns_snort__enron_x8__pthread_chunked_flat__T1	0	2646
18:32:03	post:patterns_snort__enron_x8__pthread_chunked_flat__T1	0	1872
18:32:03	pre:patterns_snort__enron_x8__pthread_dynamic__T1	0	2498
18:37:34	post:patterns_snort__enron_x8__pthread_dynamic__T1	0	1631
18:37:34	pre:patterns_snort__enron_x8__pthread_dynamic_flat__T1	0	2344
18:42:50	post:patterns_snort__enron_x8__pthread_dynamic_flat__T1	0	1536
18:42:50	pre:patterns_snort__enron_x8__pthread_chunked_v2__T2	0	2496
18:45:39	post:patterns_snort__enron_x8__pthread_chunked_v2__T2	0	2122
18:45:39	pre:patterns_snort__enron_x8__pthread_chunked_flat__T2	0	2720
18:48:21	post:patterns_snort__enron_x8__pthread_chunked_flat__T2	0	2191
18:48:21	pre:patterns_snort__enron_x8__pthread_dynamic__T2	0	2498
18:51:10	post:patterns_snort__enron_x8__pthread_dynamic__T2	0	2095
18:51:10	pre:patterns_snort__enron_x8__pthread_dynamic_flat__T2	0	3010
18:53:52	post:patterns_snort__enron_x8__pthread_dynamic_flat__T2	0	1800
18:53:52	pre:patterns_snort__enron_x8__pthread_chunked_v2__T4	0	2436
18:55:18	post:patterns_snort__enron_x8__pthread_chunked_v2__T4	0	1965
18:55:18	pre:patterns_snort__enron_x8__pthread_chunked_flat__T4	0	2320
18:56:41	post:patterns_snort__enron_x8__pthread_chunked_flat__T4	0	1797
18:56:41	pre:patterns_snort__enron_x8__pthread_dynamic__T4	0	3104
18:58:08	post:patterns_snort__enron_x8__pthread_dynamic__T4	0	1951
18:58:08	pre:patterns_snort__enron_x8__pthread_dynamic_flat__T4	0	2673
18:59:31	post:patterns_snort__enron_x8__pthread_dynamic_flat__T4	0	1735
18:59:31	pre:patterns_snort__enron_x8__pthread_chunked_v2__T8	0	2428
19:00:16	post:patterns_snort__enron_x8__pthread_chunked_v2__T8	0	2055
19:00:16	pre:patterns_snort__enron_x8__pthread_chunked_flat__T8	0	2434
19:00:59	post:patterns_snort__enron_x8__pthread_chunked_flat__T8	0	2101
19:00:59	pre:patterns_snort__enron_x8__pthread_dynamic__T8	0	3081
19:01:44	post:patterns_snort__enron_x8__pthread_dynamic__T8	0	2012
19:01:44	pre:patterns_snort__enron_x8__pthread_dynamic_flat__T8	0	3355
19:02:27	post:patterns_snort__enron_x8__pthread_dynamic_flat__T8	0	1903
19:02:27	pre:patterns_snort__enron_x8__pthread_chunked_v2__T16	0	2312
19:02:52	post:patterns_snort__enron_x8__pthread_chunked_v2__T16	0	1998
19:02:52	pre:patterns_snort__enron_x8__pthread_chunked_flat__T16	0	2459
19:03:16	post:patterns_snort__enron_x8__pthread_chunked_flat__T16	0	2172
19:03:16	pre:patterns_snort__enron_x8__pthread_dynamic__T16	0	2760
19:03:40	post:patterns_snort__enron_x8__pthread_dynamic__T16	0	1543
19:03:40	pre:patterns_snort__enron_x8__pthread_dynamic_flat__T16	0	2027
19:04:04	post:patterns_snort__enron_x8__pthread_dynamic_flat__T16	0	1926
19:04:04	pre:patterns_snort__enron_x8__pthread_chunked_v2__T24	0	2322
19:04:24	post:patterns_snort__enron_x8__pthread_chunked_v2__T24	0	1857
19:04:24	pre:patterns_snort__enron_x8__pthread_chunked_flat__T24	0	2507
19:04:42	post:patterns_snort__enron_x8__pthread_chunked_flat__T24	0	1641
19:04:42	pre:patterns_snort__enron_x8__pthread_dynamic__T24	0	2505
19:05:02	post:patterns_snort__enron_x8__pthread_dynamic__T24	0	1672
19:05:02	pre:patterns_snort__enron_x8__pthread_dynamic_flat__T24	0	2320
19:05:21	post:patterns_snort__enron_x8__pthread_dynamic_flat__T24	0	1964
19:05:21	pre:patterns_snort__enron_x8__pthread_chunked_v2__T32	0	2850
19:05:37	post:patterns_snort__enron_x8__pthread_chunked_v2__T32	0	2096
19:05:37	pre:patterns_snort__enron_x8__pthread_chunked_flat__T32	0	2551
19:05:52	post:patterns_snort__enron_x8__pthread_chunked_flat__T32	0	1515
19:05:52	pre:patterns_snort__enron_x8__pthread_dynamic__T32	0	2478
19:06:08	post:patterns_snort__enron_x8__pthread_dynamic__T32	0	2087
19:06:08	pre:patterns_snort__enron_x8__pthread_dynamic_flat__T32	0	2798
19:06:23	post:patterns_snort__enron_x8__pthread_dynamic_flat__T32	0	1774
19:06:23	pre:patterns_et_32__enron_x8__sequential__T1	0	2421
19:14:57	post:patterns_et_32__enron_x8__sequential__T1	0	2100
19:14:57	pre:patterns_et_32__enron_x8__sequential_flat__T1	0	2748
19:23:00	post:patterns_et_32__enron_x8__sequential_flat__T1	0	1905
19:23:00	pre:patterns_et_32__enron_x8__pthread_chunked_v2__T1	0	2664
19:31:37	post:patterns_et_32__enron_x8__pthread_chunked_v2__T1	0	1993
19:31:37	pre:patterns_et_32__enron_x8__pthread_chunked_flat__T1	0	2550
19:39:43	post:patterns_et_32__enron_x8__pthread_chunked_flat__T1	0	1925
19:39:43	pre:patterns_et_32__enron_x8__pthread_dynamic__T1	0	2756
19:48:21	post:patterns_et_32__enron_x8__pthread_dynamic__T1	0	1989
19:48:21	pre:patterns_et_32__enron_x8__pthread_dynamic_flat__T1	0	3090
19:56:23	post:patterns_et_32__enron_x8__pthread_dynamic_flat__T1	0	2110
19:56:23	pre:patterns_et_32__enron_x8__pthread_chunked_v2__T2	0	2445
20:00:51	post:patterns_et_32__enron_x8__pthread_chunked_v2__T2	0	1855
20:00:51	pre:patterns_et_32__enron_x8__pthread_chunked_flat__T2	0	2578
20:05:02	post:patterns_et_32__enron_x8__pthread_chunked_flat__T2	0	1754
20:05:02	pre:patterns_et_32__enron_x8__pthread_dynamic__T2	0	2193
20:09:31	post:patterns_et_32__enron_x8__pthread_dynamic__T2	0	1976
20:09:31	pre:patterns_et_32__enron_x8__pthread_dynamic_flat__T2	0	2732
20:13:42	post:patterns_et_32__enron_x8__pthread_dynamic_flat__T2	0	1958
20:13:42	pre:patterns_et_32__enron_x8__pthread_chunked_v2__T4	0	2716
20:16:06	post:patterns_et_32__enron_x8__pthread_chunked_v2__T4	0	1960
20:16:06	pre:patterns_et_32__enron_x8__pthread_chunked_flat__T4	0	2684
20:18:21	post:patterns_et_32__enron_x8__pthread_chunked_flat__T4	0	1911
20:18:21	pre:patterns_et_32__enron_x8__pthread_dynamic__T4	0	2682
20:20:43	post:patterns_et_32__enron_x8__pthread_dynamic__T4	0	2055
20:20:43	pre:patterns_et_32__enron_x8__pthread_dynamic_flat__T4	0	3047
20:22:58	post:patterns_et_32__enron_x8__pthread_dynamic_flat__T4	0	2119
20:22:58	pre:patterns_et_32__enron_x8__pthread_chunked_v2__T8	0	2811
20:24:14	post:patterns_et_32__enron_x8__pthread_chunked_v2__T8	0	1947
20:24:14	pre:patterns_et_32__enron_x8__pthread_chunked_flat__T8	0	2284
20:25:25	post:patterns_et_32__enron_x8__pthread_chunked_flat__T8	0	2208
20:25:25	pre:patterns_et_32__enron_x8__pthread_dynamic__T8	0	2715
20:26:42	post:patterns_et_32__enron_x8__pthread_dynamic__T8	0	1690
20:26:42	pre:patterns_et_32__enron_x8__pthread_dynamic_flat__T8	0	2326
20:27:54	post:patterns_et_32__enron_x8__pthread_dynamic_flat__T8	0	2234
20:27:54	pre:patterns_et_32__enron_x8__pthread_chunked_v2__T16	0	2854
20:28:37	post:patterns_et_32__enron_x8__pthread_chunked_v2__T16	0	1733
20:28:37	pre:patterns_et_32__enron_x8__pthread_chunked_flat__T16	0	2507
20:29:18	post:patterns_et_32__enron_x8__pthread_chunked_flat__T16	0	1947
20:29:18	pre:patterns_et_32__enron_x8__pthread_dynamic__T16	0	2819
20:30:00	post:patterns_et_32__enron_x8__pthread_dynamic__T16	0	1952
20:30:00	pre:patterns_et_32__enron_x8__pthread_dynamic_flat__T16	0	2897
20:30:41	post:patterns_et_32__enron_x8__pthread_dynamic_flat__T16	0	1821
20:30:41	pre:patterns_et_32__enron_x8__pthread_chunked_v2__T24	0	2608
20:31:16	post:patterns_et_32__enron_x8__pthread_chunked_v2__T24	0	1990
20:31:16	pre:patterns_et_32__enron_x8__pthread_chunked_flat__T24	0	2385
20:31:49	post:patterns_et_32__enron_x8__pthread_chunked_flat__T24	0	1658
20:31:49	pre:patterns_et_32__enron_x8__pthread_dynamic__T24	0	2372
20:32:24	post:patterns_et_32__enron_x8__pthread_dynamic__T24	0	1969
20:32:24	pre:patterns_et_32__enron_x8__pthread_dynamic_flat__T24	0	3062
20:32:58	post:patterns_et_32__enron_x8__pthread_dynamic_flat__T24	0	1885
20:32:58	pre:patterns_et_32__enron_x8__pthread_chunked_v2__T32	0	2763
20:33:27	post:patterns_et_32__enron_x8__pthread_chunked_v2__T32	0	1953
20:33:27	pre:patterns_et_32__enron_x8__pthread_chunked_flat__T32	0	2866
20:33:54	post:patterns_et_32__enron_x8__pthread_chunked_flat__T32	0	2048
20:33:54	pre:patterns_et_32__enron_x8__pthread_dynamic__T32	0	2376
20:34:23	post:patterns_et_32__enron_x8__pthread_dynamic__T32	0	1751
20:34:23	pre:patterns_et_32__enron_x8__pthread_dynamic_flat__T32	0	2900
20:34:50	post:patterns_et_32__enron_x8__pthread_dynamic_flat__T32	0	1717
20:34:50	pre:patterns_snort_100__enron_corpus__sequential__T1	0	2604
20:35:05	post:patterns_snort_100__enron_corpus__sequential__T1	0	2277
20:35:05	pre:patterns_snort_100__enron_corpus__sequential_flat__T1	0	2728
20:35:20	post:patterns_snort_100__enron_corpus__sequential_flat__T1	0	1978
20:35:20	pre:patterns_snort_100__enron_corpus__pthread_chunked_flat__T1	0	2508
20:35:35	post:patterns_snort_100__enron_corpus__pthread_chunked_flat__T1	0	2057
20:35:35	pre:patterns_snort_100__enron_corpus__pthread_chunked_flat__T32	0	2784
20:35:35	post:patterns_snort_100__enron_corpus__pthread_chunked_flat__T32	0	5429
20:35:35	pre:patterns_snort_100__enron_corpus__pthread_dynamic_flat__T1	0	5001
20:35:50	post:patterns_snort_100__enron_corpus__pthread_dynamic_flat__T1	0	1935
20:35:50	pre:patterns_snort_100__enron_corpus__pthread_dynamic_flat__T32	0	2623
20:35:51	post:patterns_snort_100__enron_corpus__pthread_dynamic_flat__T32	0	5381
20:35:51	pre:patterns_snort_1k__enron_corpus__sequential__T1	0	5248
20:36:12	post:patterns_snort_1k__enron_corpus__sequential__T1	0	1947
20:36:12	pre:patterns_snort_1k__enron_corpus__sequential_flat__T1	0	2721
20:36:32	post:patterns_snort_1k__enron_corpus__sequential_flat__T1	0	2153
20:36:32	pre:patterns_snort_1k__enron_corpus__pthread_chunked_flat__T1	0	2483
20:36:52	post:patterns_snort_1k__enron_corpus__pthread_chunked_flat__T1	0	1728
20:36:52	pre:patterns_snort_1k__enron_corpus__pthread_chunked_flat__T32	0	2478
20:36:53	post:patterns_snort_1k__enron_corpus__pthread_chunked_flat__T32	0	5010
20:36:53	pre:patterns_snort_1k__enron_corpus__pthread_dynamic_flat__T1	0	5333
20:37:14	post:patterns_snort_1k__enron_corpus__pthread_dynamic_flat__T1	0	2268
20:37:14	pre:patterns_snort_1k__enron_corpus__pthread_dynamic_flat__T32	0	2786
20:37:15	post:patterns_snort_1k__enron_corpus__pthread_dynamic_flat__T32	0	5099
20:37:15	pre:patterns_snort__enron_corpus__sequential__T1	0	5004
20:37:44	post:patterns_snort__enron_corpus__sequential__T1	0	2115
20:37:44	pre:patterns_snort__enron_corpus__sequential_flat__T1	0	2680
20:38:11	post:patterns_snort__enron_corpus__sequential_flat__T1	0	2054
20:38:12	pre:patterns_snort__enron_corpus__pthread_chunked_flat__T1	0	2578
20:38:39	post:patterns_snort__enron_corpus__pthread_chunked_flat__T1	0	1976
20:38:39	pre:patterns_snort__enron_corpus__pthread_chunked_flat__T32	0	2796
20:38:41	post:patterns_snort__enron_corpus__pthread_chunked_flat__T32	0	4283
20:38:41	pre:patterns_snort__enron_corpus__pthread_dynamic_flat__T1	0	3195
20:39:09	post:patterns_snort__enron_corpus__pthread_dynamic_flat__T1	0	2095
20:39:09	pre:patterns_snort__enron_corpus__pthread_dynamic_flat__T32	0	2673
20:39:10	post:patterns_snort__enron_corpus__pthread_dynamic_flat__T32	0	4979
20:39:10	pre:patterns_et_32__enron_corpus__sequential__T1	0	4745
20:39:55	post:patterns_et_32__enron_corpus__sequential__T1	0	1832
20:39:55	pre:patterns_et_32__enron_corpus__sequential_flat__T1	0	2604
20:40:38	post:patterns_et_32__enron_corpus__sequential_flat__T1	0	1784
20:40:38	pre:patterns_et_32__enron_corpus__pthread_chunked_flat__T1	0	2436
20:41:20	post:patterns_et_32__enron_corpus__pthread_chunked_flat__T1	0	1635
20:41:20	pre:patterns_et_32__enron_corpus__pthread_chunked_flat__T32	0	2411
20:41:23	post:patterns_et_32__enron_corpus__pthread_chunked_flat__T32	0	1761
20:41:23	pre:patterns_et_32__enron_corpus__pthread_dynamic_flat__T1	0	2513
20:42:06	post:patterns_et_32__enron_corpus__pthread_dynamic_flat__T1	0	1801
20:42:06	pre:patterns_et_32__enron_corpus__pthread_dynamic_flat__T32	0	2895
20:42:08	post:patterns_et_32__enron_corpus__pthread_dynamic_flat__T32	0	1803
20:42:08	pre:patterns_snort__enron_x8__pthread_chunked_v2__T32_perthread	0	2300
20:42:17	post:patterns_snort__enron_x8__pthread_chunked_v2__T32_perthread	0	1942
20:42:17	pre:patterns_snort__enron_x8__pthread_chunked_flat__T32_perthread	0	2522
20:42:25	post:patterns_snort__enron_x8__pthread_chunked_flat__T32_perthread	0	1779
20:42:25	pre:patterns_snort__enron_x8__pthread_dynamic__T32_perthread	0	2542
20:42:33	post:patterns_snort__enron_x8__pthread_dynamic__T32_perthread	0	1880
20:42:33	pre:patterns_snort__enron_x8__pthread_dynamic_flat__T32_perthread	0	2457
20:42:41	post:patterns_snort__enron_x8__pthread_dynamic_flat__T32_perthread	0	2121
20:42:41	pre:patterns_snort_100__enron_corpus__sequential__T1_buildseq	0	2873
20:42:44	post:patterns_snort_100__enron_corpus__sequential__T1_buildseq	0	2191
20:42:44	pre:patterns_snort_100__enron_corpus__sequential__T1_buildpar_T2	0	3256
20:42:46	post:patterns_snort_100__enron_corpus__sequential__T1_buildpar_T2	0	1988
20:42:46	pre:patterns_snort_100__enron_corpus__sequential__T1_buildpar_T4	0	2816
20:42:48	post:patterns_snort_100__enron_corpus__sequential__T1_buildpar_T4	0	1440
20:42:48	pre:patterns_snort_100__enron_corpus__sequential__T1_buildpar_T8	0	2556
20:42:50	post:patterns_snort_100__enron_corpus__sequential__T1_buildpar_T8	0	2068
20:42:50	pre:patterns_snort_100__enron_corpus__sequential__T1_buildpar_T16	0	2691
20:42:52	post:patterns_snort_100__enron_corpus__sequential__T1_buildpar_T16	0	1826
20:42:52	pre:patterns_snort_100__enron_corpus__sequential__T1_buildpar_T32	0	2652
20:42:54	post:patterns_snort_100__enron_corpus__sequential__T1_buildpar_T32	0	1822
20:42:54	pre:patterns_snort_1k__enron_corpus__sequential__T1_buildseq	0	2327
20:42:57	post:patterns_snort_1k__enron_corpus__sequential__T1_buildseq	0	1795
20:42:57	pre:patterns_snort_1k__enron_corpus__sequential__T1_buildpar_T2	0	2418
20:43:00	post:patterns_snort_1k__enron_corpus__sequential__T1_buildpar_T2	0	1830
20:43:00	pre:patterns_snort_1k__enron_corpus__sequential__T1_buildpar_T4	0	2371
20:43:03	post:patterns_snort_1k__enron_corpus__sequential__T1_buildpar_T4	0	1708
20:43:03	pre:patterns_snort_1k__enron_corpus__sequential__T1_buildpar_T8	0	2430
20:43:07	post:patterns_snort_1k__enron_corpus__sequential__T1_buildpar_T8	0	2073
20:43:07	pre:patterns_snort_1k__enron_corpus__sequential__T1_buildpar_T16	0	3161
20:43:10	post:patterns_snort_1k__enron_corpus__sequential__T1_buildpar_T16	0	2066
20:43:10	pre:patterns_snort_1k__enron_corpus__sequential__T1_buildpar_T32	0	2766
20:43:13	post:patterns_snort_1k__enron_corpus__sequential__T1_buildpar_T32	0	1907
20:43:13	pre:patterns_snort__enron_corpus__sequential__T1_buildseq	0	2666
20:43:17	post:patterns_snort__enron_corpus__sequential__T1_buildseq	0	1669
20:43:17	pre:patterns_snort__enron_corpus__sequential__T1_buildpar_T2	0	2523
20:43:21	post:patterns_snort__enron_corpus__sequential__T1_buildpar_T2	0	1740
20:43:21	pre:patterns_snort__enron_corpus__sequential__T1_buildpar_T4	0	2803
20:43:25	post:patterns_snort__enron_corpus__sequential__T1_buildpar_T4	0	1863
20:43:25	pre:patterns_snort__enron_corpus__sequential__T1_buildpar_T8	0	2887
20:43:30	post:patterns_snort__enron_corpus__sequential__T1_buildpar_T8	0	1692
20:43:30	pre:patterns_snort__enron_corpus__sequential__T1_buildpar_T16	0	2706
20:43:34	post:patterns_snort__enron_corpus__sequential__T1_buildpar_T16	0	2000
20:43:34	pre:patterns_snort__enron_corpus__sequential__T1_buildpar_T32	0	2882
20:43:38	post:patterns_snort__enron_corpus__sequential__T1_buildpar_T32	0	1789
20:43:38	pre:patterns_et_32__enron_corpus__sequential__T1_buildseq	0	2584
20:43:45	post:patterns_et_32__enron_corpus__sequential__T1_buildseq	0	2008
20:43:45	pre:patterns_et_32__enron_corpus__sequential__T1_buildpar_T2	0	2911
20:43:52	post:patterns_et_32__enron_corpus__sequential__T1_buildpar_T2	0	1696
20:43:52	pre:patterns_et_32__enron_corpus__sequential__T1_buildpar_T4	0	2952
20:43:59	post:patterns_et_32__enron_corpus__sequential__T1_buildpar_T4	0	2128
20:43:59	pre:patterns_et_32__enron_corpus__sequential__T1_buildpar_T8	0	2695
20:44:06	post:patterns_et_32__enron_corpus__sequential__T1_buildpar_T8	0	1841
20:44:06	pre:patterns_et_32__enron_corpus__sequential__T1_buildpar_T16	0	2329
20:44:12	post:patterns_et_32__enron_corpus__sequential__T1_buildpar_T16	0	1894
20:44:12	pre:patterns_et_32__enron_corpus__sequential__T1_buildpar_T32	0	2370
20:44:19	post:patterns_et_32__enron_corpus__sequential__T1_buildpar_T32	0	1969
20:44:19	pre:patterns_snort__enron_x8__pthread_2d_sharded_chunked__T1	0	2616
20:48:01	post:patterns_snort__enron_x8__pthread_2d_sharded_chunked__T1	0	1807
20:48:01	pre:patterns_snort__enron_x8__pthread_2d_sharded_chunked__T32	0	2516
20:48:15	post:patterns_snort__enron_x8__pthread_2d_sharded_chunked__T32	0	1764
20:48:15	pre:patterns_snort__enron_x8__pattern_sharded_prefix__T1	0	2674
20:51:57	post:patterns_snort__enron_x8__pattern_sharded_prefix__T1	0	1901
20:51:57	pre:patterns_snort__enron_x8__pattern_sharded_prefix__T32	0	2427
20:54:07	post:patterns_snort__enron_x8__pattern_sharded_prefix__T32	0	1765
